rank,min_ov,max_ov,n_ov1,n_ov2,n_ov3,n_ov4,var_ov,sigma_min,sigma_2nd,d_min,d_max,d_mean,gram_eig_min,fiedler,fiedler_bin,lap_eig3,null_dim,null_min_weight,group
9,1,4,9,20,13,3,0.706173,0.000000,0.393727,2,8,4.3333,-0.000000,16.231116,10.000000,20.476755,1,4,FP
9,1,4,8,21,14,2,0.617284,0.000000,0.365737,2,8,4.4444,-0.000000,17.863651,10.000000,18.987910,1,4,FP
8,0,4,7,22,11,4,0.795062,0.000000,0.000000,0,8,4.2222,-0.000000,17.079798,8.000000,18.536655,2,4,TN
9,1,4,6,25,12,2,0.528395,0.517638,0.652324,2,8,4.3333,0.134359,17.602173,10.000000,19.718606,1,4,FP
9,1,4,8,21,14,2,0.617284,0.000000,0.334503,2,8,4.7778,-0.000000,17.342585,10.000000,20.010928,1,4,FP
9,1,4,10,19,12,4,0.795062,0.000000,0.547986,2,8,4.2222,0.000000,16.251734,10.000000,19.037243,1,4,FP
9,0,4,10,15,16,3,0.883951,0.000000,0.453277,0,8,4.0000,0.000000,15.643688,8.000000,19.554846,1,8,TN
7,0,4,13,11,15,5,1.106173,0.000000,0.000000,0,8,4.6667,-0.000000,14.500188,8.000000,18.797859,3,4,TN
9,1,4,10,16,18,1,0.661728,0.000000,0.622487,2,8,4.4444,-0.000000,16.697955,10.000000,20.167014,1,4,FP
9,1,4,10,18,14,3,0.750617,0.000000,0.550702,2,8,4.3333,0.000000,16.601057,10.000000,19.024585,1,4,FP
9,0,4,5,23,15,1,0.572840,0.000000,0.738844,0,8,4.6667,-0.000000,17.258670,8.000000,20.098315,1,8,TN
9,0,4,6,23,12,3,0.706173,0.000000,0.410240,0,8,4.4444,0.000000,16.644638,8.000000,18.993164,1,8,TN
9,1,4,11,16,15,3,0.795062,0.000000,0.483560,2,8,4.2222,0.000000,16.490171,10.000000,18.792244,1,4,FP
7,0,4,4,23,14,2,0.706173,0.000000,0.000000,0,8,4.2222,-0.000000,16.870591,8.000000,19.080889,3,4,TN
9,1,4,9,18,17,1,0.617284,0.000000,0.662378,2,6,4.0000,-0.000000,18.106032,10.000000,18.904996,1,6,FP
9,1,4,8,22,12,3,0.661728,0.000000,0.519464,2,8,4.4444,0.000000,17.604760,10.000000,19.155981,1,4,FP
9,1,4,8,21,14,2,0.617284,0.000000,0.432256,2,8,4.3333,0.000000,16.878147,10.000000,20.056547,1,6,FP
8,0,5,9,17,12,4,1.150617,0.000000,0.000000,0,6,3.5556,-0.000000,14.024248,7.000000,19.378608,2,2,TN
9,0,4,6,22,14,2,0.661728,0.000000,0.422951,0,6,4.3333,-0.000000,17.318144,8.000000,19.177173,1,8,TN
7,0,5,8,18,13,3,1.061728,0.000000,0.000000,0,6,4.0000,-0.000000,15.702802,7.000000,17.443376,3,2,TN
8,1,4,11,16,15,3,0.795062,0.000000,0.000000,2,8,4.5556,0.000000,16.374606,10.000000,18.988570,2,4,FP
9,1,3,8,19,18,0,0.528395,0.436616,0.635714,2,8,4.4444,0.103795,18.329862,10.000000,19.035755,1,6,FP
9,1,4,8,22,12,3,0.661728,0.000000,0.443637,2,8,4.5556,0.000000,17.613422,10.000000,18.335219,1,4,FP
8,0,4,9,18,13,4,0.883951,0.000000,0.000000,0,6,3.7778,-0.000000,15.944538,8.000000,18.285127,2,6,TN
9,1,3,6,23,16,0,0.439506,0.000000,1.000000,2,6,4.2222,-0.000000,18.438447,10.000000,19.438447,1,4,FP
7,0,4,8,20,12,4,0.839506,0.000000,0.000000,0,8,4.4444,-0.000000,15.763932,8.000000,20.236068,3,4,TN
9,1,4,7,24,11,3,0.617284,0.000000,0.493534,2,6,4.5556,0.000000,16.902461,10.000000,19.447095,1,6,FP
9,1,4,8,23,10,4,0.706173,0.000000,0.584056,2,8,4.6667,0.000000,16.752998,10.000000,19.464966,1,4,FP
9,1,4,6,24,14,1,0.483951,0.461942,0.646277,2,8,4.2222,0.126920,18.324713,10.000000,19.531073,1,4,FP
9,1,4,7,24,11,3,0.617284,0.000000,0.532371,2,8,4.5556,-0.000000,17.320666,10.000000,19.509945,1,4,FP
8,0,4,10,16,14,4,0.928395,0.000000,0.000000,2,8,4.4444,-0.000000,15.591819,8.000000,18.969215,2,4,TN
9,0,4,5,24,13,2,0.617284,0.000000,0.527998,0,6,4.4444,-0.000000,17.007626,8.000000,20.073773,1,8,TN
9,0,4,7,20,15,2,0.706173,0.000000,0.445345,2,6,4.2222,0.000000,16.858252,8.000000,18.993089,1,8,TN
8,0,5,6,21,13,2,0.928395,0.000000,0.000000,0,6,4.3333,-0.000000,15.087961,7.000000,19.946107,2,2,TN
8,1,5,8,23,11,2,0.750617,0.000000,0.000000,0,8,4.2222,-0.000000,17.491328,10.000000,18.396398,2,2,FP
9,1,4,9,19,15,2,0.661728,0.000000,0.494641,2,6,4.1111,-0.000000,17.779679,10.000000,18.329986,1,4,FP
8,0,4,7,20,15,2,0.706173,0.000000,0.000000,0,6,4.2222,-0.000000,17.478364,8.000000,19.244636,2,4,TN
9,0,4,6,22,14,2,0.661728,0.000000,0.352010,0,8,4.5556,-0.000000,16.440077,8.000000,19.850206,1,8,TN
8,1,4,14,11,16,4,0.972840,0.000000,0.000000,2,8,4.6667,-0.000000,14.944233,10.000000,19.681608,2,4,FP
8,1,4,7,22,15,1,0.528395,0.000000,0.506624,2,8,4.5556,-0.000000,18.016317,10.000000,19.837812,2,4,FP
9,1,4,7,22,15,1,0.528395,0.000000,0.298620,2,8,4.7778,0.000000,17.099679,10.000000,20.729567,1,6,FP
9,0,4,6,24,10,4,0.750617,0.000000,0.338789,0,8,4.8889,-0.000000,16.082574,8.000000,19.886858,1,8,TN
8,0,4,7,21,13,3,0.750617,0.000000,0.000000,0,6,3.8889,-0.000000,16.349323,8.000000,19.208712,2,6,TN
9,1,4,8,22,12,3,0.661728,0.000000,0.416600,2,8,4.5556,-0.000000,17.319519,10.000000,18.891857,1,4,FP
8,0,4,7,19,13,4,0.928395,0.000000,0.000000,0,8,3.7778,0.000000,15.121482,8.000000,19.854257,2,4,TN
9,1,4,9,19,15,2,0.661728,0.000000,0.425719,2,8,4.0000,-0.000000,17.156300,10.000000,19.545016,1,4,FP
9,1,4,9,18,17,1,0.617284,0.000000,0.526051,2,8,4.5556,0.000000,17.630015,10.000000,19.593509,1,4,FP
9,1,4,5,28,9,3,0.528395,0.000000,0.494040,2,8,4.4444,-0.000000,18.247685,10.000000,19.370416,1,4,FP
9,1,4,6,26,10,3,0.572840,0.000000,0.291243,2,8,4.5556,0.000000,17.919654,10.000000,19.487976,1,4,FP
9,1,4,9,19,15,2,0.661728,0.000000,0.485931,2,6,4.1111,0.000000,16.801522,10.000000,19.153805,1,4,FP
9,1,4,9,21,11,4,0.750617,0.000000,0.625394,2,8,4.2222,0.000000,15.889378,10.000000,20.343447,1,4,FP
8,0,5,8,19,15,1,0.839506,0.000000,0.000000,0,8,4.2222,-0.000000,16.582871,8.000000,17.871907,2,2,TN
8,0,4,7,21,13,3,0.750617,0.000000,0.000000,2,8,4.2222,-0.000000,16.819686,8.000000,18.895665,2,4,TN
9,1,4,6,24,14,1,0.483951,0.000000,0.409139,2,8,4.8889,-0.000000,18.537319,10.000000,19.539786,1,4,FP
9,0,4,8,19,14,3,0.795062,0.000000,0.447418,0,8,4.6667,0.000000,16.309101,8.000000,19.548847,1,8,TN
8,1,4,11,16,15,3,0.795062,0.000000,0.000000,2,8,4.7778,-0.000000,15.845292,10.000000,19.916313,2,4,FP
9,1,4,9,19,15,2,0.661728,0.000000,0.563253,2,8,4.4444,-0.000000,16.779228,10.000000,19.713931,1,4,FP
8,0,4,5,24,13,2,0.617284,0.000000,0.000000,0,8,4.6667,-0.000000,17.159120,8.000000,19.895704,2,4,TN
8,0,4,9,17,15,3,0.839506,0.000000,0.000000,0,8,4.0000,-0.000000,16.023733,8.000000,19.170722,2,4,TN
9,1,4,10,16,18,1,0.661728,0.000000,0.451936,2,8,4.6667,-0.000000,17.096044,10.000000,19.424547,1,4,FP
8,0,3,7,18,19,0,0.617284,0.000000,0.000000,0,8,4.4444,-0.000000,18.111675,8.000000,18.930227,2,4,TN
8,1,3,5,25,15,0,0.395062,0.000000,0.744016,2,8,4.8889,-0.000000,18.873791,10.000000,19.873786,2,4,FP
8,1,4,10,17,16,2,0.706173,0.000000,0.000000,2,8,4.6667,-0.000000,17.155844,10.000000,19.074836,2,4,FP
9,0,4,8,17,18,1,0.706173,0.000000,0.489969,0,8,4.2222,0.000000,17.509664,8.000000,19.444831,1,8,TN
8,1,4,9,20,13,3,0.706173,0.000000,0.000000,2,8,4.4444,0.000000,16.557027,10.000000,19.614883,2,4,FP
8,1,4,5,26,13,1,0.439506,0.000000,0.627056,2,8,4.7778,0.000000,18.661324,10.000000,19.438447,2,4,FP
8,0,4,5,21,15,2,0.750617,0.000000,0.000000,0,8,4.4444,-0.000000,16.412415,8.000000,19.103706,2,4,TN
8,1,4,10,16,18,1,0.661728,0.000000,0.000000,2,8,4.3333,0.000000,17.573324,10.000000,18.794989,2,4,FP
9,1,4,5,27,11,2,0.483951,0.382040,0.662153,2,6,4.4444,0.045145,17.963917,10.000000,20.223852,1,4,FP
8,1,5,8,22,13,1,0.706173,0.000000,0.000000,0,6,4.3333,-0.000000,16.861232,10.000000,19.429117,2,2,FP
8,0,4,6,20,14,3,0.839506,0.000000,0.000000,0,8,4.3333,-0.000000,16.288738,8.000000,18.857041,2,4,TN
9,0,4,7,21,13,3,0.750617,0.000000,0.438420,0,8,4.6667,-0.000000,17.005297,8.000000,18.133620,1,8,TN
9,0,4,5,24,13,2,0.617284,0.000000,0.261401,0,6,4.1111,-0.000000,17.708001,8.000000,18.823017,1,8,TN
9,1,4,9,20,13,3,0.706173,0.000000,0.496066,2,8,4.5556,0.000000,16.841939,10.000000,19.285233,1,4,FP
9,1,4,7,24,11,3,0.617284,0.000000,0.360658,2,8,4.4444,-0.000000,17.681327,10.000000,18.841174,1,6,FP
9,1,4,5,27,11,2,0.483951,0.000000,0.509506,2,8,4.6667,-0.000000,18.740835,10.000000,19.307135,1,4,FP
9,0,4,8,18,16,2,0.750617,0.000000,0.362231,0,6,4.2222,0.000000,17.226090,8.000000,18.352929,1,8,TN
9,1,4,10,17,16,2,0.706173,0.000000,0.430412,2,8,4.7778,0.000000,16.822781,10.000000,19.193684,1,4,FP
9,1,4,9,20,13,3,0.706173,0.000000,0.545447,2,6,3.8889,-0.000000,16.405719,10.000000,20.198684,1,6,FP
8,0,4,6,22,14,2,0.661728,0.000000,0.000000,0,8,4.3333,-0.000000,17.514196,8.000000,19.000000,2,4,TN
8,0,4,8,18,12,5,1.017284,0.000000,0.000000,0,8,4.2222,-0.000000,15.802544,8.000000,17.601909,2,4,TN
9,1,4,8,21,14,2,0.617284,0.000000,0.443699,2,8,4.6667,-0.000000,17.081412,10.000000,19.889189,1,4,FP
8,0,4,10,17,8,8,1.239506,0.000000,0.000000,0,8,4.1111,-0.000000,13.280049,8.000000,20.229682,2,4,TN
9,1,4,10,19,12,4,0.795062,0.000000,0.544406,2,8,4.4444,0.000000,16.340368,10.000000,19.677565,1,4,FP
9,1,4,6,24,14,1,0.483951,0.413111,0.648892,2,6,4.7778,0.046843,18.327672,10.000000,19.303632,1,6,FP
8,0,4,10,18,10,6,1.017284,0.000000,0.000000,0,8,4.0000,-0.000000,16.390609,8.000000,16.772600,2,4,TN
7,0,4,5,19,15,3,0.928395,0.000000,0.000000,0,8,4.3333,-0.000000,15.751025,8.000000,19.115921,3,4,TN
8,1,4,8,23,10,4,0.706173,0.000000,0.000000,2,8,4.4444,-0.000000,18.178110,10.000000,18.545213,2,4,FP
8,0,5,4,24,13,1,0.795062,0.000000,0.000000,0,6,4.1111,-0.000000,15.723687,7.000000,20.396574,2,2,TN
9,1,4,8,22,12,3,0.661728,0.000000,0.321060,2,8,4.8889,-0.000000,16.387945,10.000000,20.115290,1,6,FP
8,0,4,7,23,9,5,0.839506,0.000000,0.000000,0,8,4.1111,-0.000000,15.700581,8.000000,19.605445,2,4,TN
9,1,4,10,17,16,2,0.706173,0.000000,0.329729,2,8,4.2222,-0.000000,16.442006,10.000000,19.873760,1,4,FP
8,1,4,8,22,12,3,0.661728,0.000000,0.000000,2,8,4.6667,-0.000000,17.764468,10.000000,19.177065,2,4,FP
9,0,4,10,13,20,1,0.795062,0.000000,0.368949,0,8,4.5556,0.000000,16.659152,8.000000,18.627719,1,8,TN
9,1,4,10,16,18,1,0.661728,0.000000,0.400266,2,8,4.3333,0.000000,17.520330,10.000000,19.145926,1,4,FP
8,0,4,6,22,14,2,0.661728,0.000000,0.000000,0,6,4.1111,-0.000000,16.852369,8.000000,19.726627,2,4,TN
8,0,4,6,20,14,3,0.839506,0.000000,0.000000,0,6,4.0000,-0.000000,16.615892,8.000000,18.902792,2,4,TN
9,1,4,5,26,13,1,0.439506,0.000000,0.645093,2,8,4.6667,-0.000000,18.287596,10.000000,20.000000,1,6,FP
9,0,4,6,22,14,2,0.661728,0.000000,0.483905,0,8,4.3333,-0.000000,16.922412,8.000000,19.277376,1,8,TN
9,1,4,7,24,11,3,0.617284,0.000000,0.327759,2,8,4.5556,0.000000,17.080962,10.000000,19.427635,1,4,FP
8,1,5,5,29,9,0,0.661728,0.000000,0.000000,0,6,4.4444,-0.000000,16.550510,10.000000,20.000000,2,2,FP
9,0,4,7,20,15,2,0.706173,0.000000,0.315886,2,8,4.5556,-0.000000,17.147548,8.000000,18.905991,1,8,TN
9,0,4,6,23,12,3,0.706173,0.000000,0.425301,0,8,4.4444,-0.000000,16.967446,8.000000,18.664642,1,8,TN
8,0,4,9,18,13,4,0.883951,0.000000,0.000000,0,8,4.5556,-0.000000,15.999635,8.000000,19.044958,2,4,TN
8,0,4,10,18,10,6,1.017284,0.000000,0.000000,2,6,3.7778,0.000000,14.778719,8.000000,19.763932,2,4,TN
7,0,4,3,21,17,1,0.750617,0.000000,0.000000,0,8,4.8889,-0.000000,17.246802,8.000000,18.806106,3,4,TN
9,0,4,7,22,11,4,0.795062,0.000000,0.581582,2,8,4.5556,-0.000000,16.054111,8.000000,19.562844,1,8,TN
9,1,4,10,16,18,1,0.661728,0.000000,0.595466,2,8,4.1111,0.000000,17.251380,10.000000,18.655130,1,6,FP
8,0,4,5,21,15,2,0.750617,0.000000,0.000000,0,8,4.4444,0.000000,17.044321,8.000000,18.684128,2,4,TN
8,0,4,7,19,17,1,0.661728,0.000000,0.000000,0,8,4.1111,-0.000000,17.387875,8.000000,19.556410,2,4,TN
9,1,4,8,23,10,4,0.706173,0.000000,0.496804,2,8,4.5556,-0.000000,16.412849,10.000000,19.955398,1,4,FP
9,1,4,10,17,16,2,0.706173,0.000000,0.423892,2,8,4.4444,0.000000,16.536456,10.000000,19.764772,1,4,FP
9,1,4,7,24,11,3,0.617284,0.513959,0.728596,2,8,4.4444,0.068459,17.345986,10.000000,18.846708,1,6,FP
9,1,4,7,24,11,3,0.617284,0.000000,0.364483,2,6,3.8889,0.000000,16.892514,10.000000,19.965379,1,4,FP
9,1,4,11,14,19,1,0.706173,0.000000,0.647792,2,8,4.1111,-0.000000,16.613944,10.000000,19.043478,1,4,FP
9,1,4,8,22,12,3,0.661728,0.000000,0.384476,2,8,4.5556,-0.000000,17.549457,10.000000,18.629907,1,4,FP
9,0,4,5,24,13,2,0.617284,0.000000,0.465240,0,8,4.5556,0.000000,16.872899,8.000000,19.640019,1,8,TN
8,0,4,3,27,13,1,0.483951,0.000000,0.539189,0,6,4.5556,0.000000,18.090484,8.000000,20.096788,2,4,TN
9,0,3,3,26,15,0,0.439506,0.000000,0.802075,0,6,4.5556,-0.000000,18.492730,8.000000,19.557178,1,8,TN
8,1,5,10,19,13,2,0.839506,0.000000,0.000000,0,8,4.3333,-0.000000,15.498043,10.000000,20.029338,2,2,FP
9,1,4,12,13,18,2,0.795062,0.000000,0.383516,2,8,4.3333,-0.000000,16.317777,10.000000,18.651807,1,4,FP
9,0,4,10,15,16,3,0.883951,0.000000,0.476326,0,8,4.5556,-0.000000,15.823388,8.000000,18.775066,1,8,TN
8,0,4,6,18,18,1,0.750617,0.000000,0.000000,0,8,4.5556,-0.000000,16.333536,8.000000,20.075922,2,8,TN
9,0,4,9,20,9,6,0.972840,0.000000,0.398737,0,8,3.6667,-0.000000,14.687869,8.000000,19.674690,1,8,TN
8,0,4,5,23,15,1,0.572840,0.000000,0.491903,0,8,4.3333,0.000000,17.964661,8.000000,19.197409,2,4,TN
9,1,4,11,17,13,4,0.839506,0.000000,0.389872,2,6,3.5556,-0.000000,15.178741,10.000000,20.408517,1,4,FP
9,0,4,8,19,14,3,0.795062,0.000000,0.368614,0,8,4.3333,0.000000,15.937906,8.000000,19.237051,1,8,TN
9,0,4,8,18,16,2,0.750617,0.000000,0.425037,2,6,4.0000,-0.000000,16.730849,8.000000,18.884882,1,8,TN
9,0,4,8,17,18,1,0.706173,0.000000,0.556763,0,8,4.4444,-0.000000,17.250431,8.000000,19.274740,1,8,TN
9,1,4,4,29,10,2,0.439506,0.341401,0.765367,2,8,4.2222,0.058715,18.659015,10.000000,19.368718,1,4,FP
8,1,5,9,20,14,1,0.750617,0.000000,0.000000,0,8,4.6667,-0.000000,16.238066,10.000000,19.705880,2,2,FP
8,0,4,6,20,14,3,0.839506,0.000000,0.000000,0,8,4.3333,-0.000000,16.251985,8.000000,18.977727,2,8,TN
9,1,4,11,16,15,3,0.795062,0.000000,0.647413,2,8,4.5556,0.000000,16.054360,10.000000,19.231387,1,4,FP
9,1,4,9,20,13,3,0.706173,0.000000,0.554375,2,8,4.6667,-0.000000,17.267734,10.000000,19.141452,1,4,FP
9,1,4,9,19,15,2,0.661728,0.000000,0.468082,2,8,4.5556,0.000000,17.718428,10.000000,18.536020,1,4,FP
9,1,4,10,17,16,2,0.706173,0.000000,0.750324,2,8,4.2222,0.000000,17.296851,10.000000,18.221396,1,4,FP
8,0,4,7,20,11,5,0.972840,0.000000,0.000000,0,8,4.3333,0.000000,14.779561,8.000000,20.490397,2,8,TN
8,1,5,7,25,10,2,0.706173,0.000000,0.000000,0,8,4.5556,-0.000000,17.791581,10.000000,18.355004,2,2,FP
8,0,4,10,13,16,4,1.061728,0.000000,0.000000,0,8,4.6667,-0.000000,14.882075,8.000000,19.432671,2,4,TN
9,0,4,5,23,15,1,0.572840,0.000000,0.398782,0,6,4.2222,0.000000,17.503699,8.000000,19.724240,1,8,TN
7,0,4,7,17,13,5,1.106173,0.000000,0.000000,0,8,4.1111,-0.000000,15.363557,8.000000,18.105673,3,4,TN
9,1,4,7,25,9,4,0.661728,0.000000,0.342289,2,8,4.2222,-0.000000,17.140965,10.000000,19.369936,1,4,FP
9,1,5,7,27,6,4,0.795062,0.000000,0.411823,0,6,4.4444,-0.000000,16.483575,10.000000,18.831121,1,2,FP
8,0,4,8,18,16,2,0.750617,0.000000,0.000000,0,6,4.2222,-0.000000,17.489708,8.000000,18.273918,2,4,TN
9,1,3,9,17,19,0,0.572840,0.000000,0.387835,2,8,4.1111,0.000000,18.070318,10.000000,19.500300,1,4,FP
8,1,3,6,23,16,0,0.439506,0.000000,0.544131,2,8,4.8889,0.000000,18.652375,10.000000,19.759136,2,4,FP
8,0,4,4,22,16,1,0.661728,0.000000,0.000000,0,8,4.3333,-0.000000,17.927007,8.000000,19.263571,2,4,TN
9,0,4,7,21,13,3,0.750617,0.000000,0.335321,2,6,4.1111,0.000000,17.248473,8.000000,18.377990,1,8,TN
9,1,5,7,24,12,1,0.661728,0.000000,0.250865,2,6,4.2222,-0.000000,16.745530,10.000000,19.444757,1,2,FP
9,0,4,10,18,10,6,1.017284,0.000000,0.460584,0,8,4.1111,0.000000,14.442248,8.000000,19.826593,1,8,TN
9,1,4,12,15,14,4,0.883951,0.000000,0.549609,2,8,3.6667,0.000000,15.934528,10.000000,18.775581,1,4,FP
9,1,4,13,13,15,4,0.928395,0.000000,0.494159,2,8,4.3333,0.000000,15.196046,10.000000,19.232489,1,4,FP
8,0,4,7,20,15,2,0.706173,0.000000,0.000000,0,6,4.4444,0.000000,16.839676,8.000000,18.862581,2,6,TN
9,0,3,5,22,17,0,0.528395,0.000000,0.545785,2,6,4.4444,0.000000,18.304149,8.000000,19.404108,1,8,TN
9,0,4,8,20,12,4,0.839506,0.000000,0.641476,2,8,4.7778,-0.000000,15.338949,8.000000,19.952197,1,8,TN
8,0,4,8,18,12,5,1.017284,0.000000,0.000000,0,8,4.0000,-0.000000,15.227384,8.000000,18.967784,2,4,TN
9,1,4,10,17,16,2,0.706173,0.000000,0.472103,2,8,4.0000,0.000000,16.410391,10.000000,19.676558,1,4,FP
9,1,4,6,27,8,4,0.617284,0.000000,0.315339,2,6,4.2222,0.000000,17.468418,10.000000,19.633126,1,4,FP
9,0,4,8,19,14,3,0.795062,0.000000,0.586071,0,8,4.7778,-0.000000,15.848495,8.000000,20.167083,1,8,TN
8,0,4,8,18,12,5,1.017284,0.000000,0.000000,0,8,4.2222,-0.000000,15.417424,8.000000,19.000000,2,4,TN
9,0,4,5,25,11,3,0.661728,0.000000,0.346432,0,8,4.3333,0.000000,18.235261,8.000000,18.276703,1,8,TN
9,0,4,6,22,14,2,0.661728,0.000000,0.501258,0,6,4.1111,-0.000000,17.356243,8.000000,19.460196,1,8,TN
9,0,4,9,18,13,4,0.883951,0.000000,0.375818,0,6,3.5556,0.000000,14.992273,8.000000,21.000000,1,8,TN
9,1,4,10,17,16,2,0.706173,0.000000,0.620443,2,8,4.7778,-0.000000,16.645087,10.000000,19.622178,1,4,FP
8,1,5,7,25,10,2,0.706173,0.000000,0.000000,0,6,4.0000,-0.000000,17.075307,10.000000,18.894391,2,2,FP
9,1,4,13,13,15,4,0.928395,0.000000,0.645608,2,6,3.5556,-0.000000,15.278661,10.000000,19.090871,1,4,FP
9,1,4,8,21,14,2,0.617284,0.000000,0.632057,2,8,4.2222,-0.000000,16.725361,10.000000,20.382408,1,6,FP
8,1,4,6,24,14,1,0.483951,0.000000,0.000000,2,8,4.7778,-0.000000,17.892172,10.000000,20.118047,2,4,FP
8,1,5,14,15,9,6,1.195062,0.000000,0.000000,2,8,4.7778,-0.000000,13.742742,10.000000,19.319458,2,4,FP
9,1,4,9,18,17,1,0.617284,0.000000,0.549540,2,8,4.3333,0.000000,17.247989,10.000000,19.332814,1,4,FP
7,0,5,7,19,14,2,0.972840,0.000000,0.000000,0,6,3.8889,-0.000000,15.718094,7.000000,18.496508,3,2,TN
9,0,4,7,19,17,1,0.661728,0.000000,0.362563,2,8,4.6667,-0.000000,17.541102,8.000000,19.270905,1,8,TN
8,0,4,7,19,13,4,0.928395,0.000000,0.000000,0,8,4.4444,0.000000,15.246859,8.000000,19.264007,2,4,TN
9,0,4,7,20,15,2,0.706173,0.000000,0.347599,0,6,4.2222,-0.000000,17.453196,8.000000,18.253803,1,8,TN
9,0,4,7,21,13,3,0.750617,0.000000,0.500913,0,8,4.2222,-0.000000,17.430055,8.000000,18.240839,1,8,TN
9,1,4,8,23,10,4,0.706173,0.000000,0.457625,2,8,4.5556,0.000000,16.517844,10.000000,19.597877,1,6,FP
8,1,4,9,22,9,5,0.795062,0.000000,0.000000,2,8,4.4444,-0.000000,15.924110,10.000000,19.573412,2,4,FP
9,1,3,8,19,18,0,0.528395,0.429581,0.735273,2,8,4.4444,0.118242,18.171002,10.000000,19.016655,1,6,FP
8,0,4,5,22,13,3,0.795062,0.000000,0.000000,0,8,4.4444,-0.000000,17.098841,8.000000,17.749148,2,4,TN
9,1,4,11,15,17,2,0.750617,0.000000,0.532220,2,8,4.5556,-0.000000,17.257129,10.000000,17.894854,1,6,FP
9,1,4,7,22,15,1,0.528395,0.000000,0.499866,2,8,4.5556,0.000000,18.235800,10.000000,19.171871,1,4,FP
9,0,4,7,21,13,3,0.750617,0.000000,0.443598,0,8,4.3333,-0.000000,17.254097,8.000000,18.033453,1,8,TN
9,0,4,10,18,10,6,1.017284,0.000000,0.561193,0,6,3.4444,-0.000000,14.722538,8.000000,19.878429,1,8,TN
9,1,4,6,25,12,2,0.528395,0.000000,0.573585,2,8,4.5556,0.000000,17.542787,10.000000,20.126526,1,6,FP
9,1,4,7,24,11,3,0.617284,0.000000,0.450915,2,8,4.4444,0.000000,17.118281,10.000000,19.179262,1,4,FP
9,1,4,5,28,9,3,0.528395,0.000000,0.319477,2,6,4.5556,0.000000,18.319415,10.000000,19.589189,1,4,FP
8,1,4,10,19,12,4,0.795062,0.000000,0.000000,2,6,4.0000,-0.000000,15.817170,10.000000,20.068913,2,4,FP
9,1,4,7,24,11,3,0.617284,0.000000,0.557657,2,8,4.0000,-0.000000,17.142698,10.000000,19.963277,1,4,FP
8,0,4,7,17,17,2,0.839506,0.000000,0.000000,0,8,4.5556,-0.000000,16.620193,8.000000,18.505164,2,4,TN
9,1,4,9,19,15,2,0.661728,0.000000,0.464214,2,8,4.5556,0.000000,17.769505,10.000000,18.147948,1,6,FP
9,1,5,13,14,14,3,1.017284,0.000000,0.749724,0,8,4.4444,-0.000000,14.509325,10.000000,19.314384,1,2,FP
9,1,4,8,23,10,4,0.706173,0.000000,0.557366,2,8,4.0000,0.000000,17.400088,10.000000,18.708785,1,4,FP
9,0,3,7,18,19,0,0.617284,0.000000,0.309665,0,8,4.5556,-0.000000,18.016036,8.000000,19.094949,1,8,TN
9,1,4,8,20,16,1,0.572840,0.000000,0.525591,2,8,4.4444,-0.000000,17.446580,10.000000,20.136478,1,4,FP
9,0,4,9,17,15,3,0.839506,0.000000,0.543716,2,8,4.5556,0.000000,16.138120,8.000000,18.906941,1,8,TN
8,0,5,8,19,15,1,0.839506,0.000000,0.000000,0,8,4.4444,0.000000,15.862209,8.000000,18.691599,2,2,TN
7,0,4,4,22,16,1,0.661728,0.000000,0.000000,0,6,4.0000,-0.000000,16.843675,8.000000,20.000000,3,4,TN
8,0,4,9,17,15,3,0.839506,0.000000,0.000000,0,8,4.5556,-0.000000,17.073998,8.000000,18.171198,2,4,TN
9,1,4,12,17,10,6,0.972840,0.000000,0.663096,2,6,3.5556,-0.000000,14.599020,10.000000,19.616989,1,4,FP
8,0,4,10,15,16,3,0.883951,0.000000,0.000000,0,8,4.4444,-0.000000,16.275516,8.000000,18.450718,2,4,TN
8,1,4,9,20,13,3,0.706173,0.000000,0.000000,2,8,4.1111,-0.000000,17.428980,10.000000,18.621648,2,4,FP
9,0,4,4,26,12,2,0.572840,0.000000,0.567246,2,8,4.6667,0.000000,16.795656,8.000000,20.690470,1,8,TN
9,1,4,10,18,14,3,0.750617,0.000000,0.467781,2,6,3.6667,0.000000,16.093563,10.000000,20.130823,1,4,FP
9,1,4,6,25,12,2,0.528395,0.000000,0.471474,2,8,4.7778,-0.000000,17.778054,10.000000,20.067953,1,4,FP
9,1,4,10,18,14,3,0.750617,0.000000,0.508046,2,8,4.2222,0.000000,17.047972,10.000000,18.541059,1,6,FP
8,1,4,8,21,14,2,0.617284,0.000000,0.607887,2,8,4.7778,0.000000,17.275656,10.000000,19.237475,2,4,FP
9,1,4,7,23,13,2,0.572840,0.000000,0.650203,2,8,4.1111,0.000000,17.344410,10.000000,19.394717,1,4,FP
9,1,4,10,17,16,2,0.706173,0.000000,0.537660,2,8,4.6667,0.000000,16.808272,10.000000,19.330636,1,6,FP
9,1,4,7,22,15,1,0.528395,0.000000,0.525803,2,8,4.2222,0.000000,18.282580,10.000000,18.899009,1,4,FP
9,0,4,7,19,17,1,0.661728,0.000000,0.271923,0,8,4.4444,0.000000,17.904418,8.000000,18.747738,1,8,TN
9,1,4,6,24,14,1,0.483951,0.000000,0.306918,2,6,4.4444,-0.000000,18.039144,10.000000,19.692969,1,4,FP
