n,p,k_p,v_p_detA,bound,slack
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,4,0,4
10,5,1,1,1,0
10,2,1,5,0,5
10,5,1,3,1,2
10,2,0,0,0,0
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,2,1,1
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,1,3,0,3
10,5,1,2,1,1
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,1,1,0,1
10,5,2,2,2,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,3,6,2,4
10,5,1,1,1,0
10,2,3,4,2,2
10,5,1,3,1,2
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,5,0,5
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,5,1,4
10,5,1,1,1,0
10,2,3,3,2,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,3,0,3
10,5,1,1,1,0
10,2,3,4,2,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,3,0,3
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,1,1,0,1
10,5,1,2,1,1
10,2,2,6,1,5
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,5,0,5
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,3,0,3
10,5,2,2,2,0
10,2,2,5,1,4
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,2,5,1,4
10,5,1,1,1,0
10,2,2,4,1,3
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,2,2,2,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,5,0,5
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,2,1,1
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,2,1,1
10,2,2,3,1,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,1,6,0,6
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,1,5,0,5
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,5,0,5
10,5,1,2,1,1
10,2,2,2,1,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,2,1,1
10,2,1,3,0,3
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,5,1,4
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,2,1,1
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,3,0,3
10,5,2,4,2,2
10,2,0,0,0,0
10,5,1,2,1,1
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,2,5,1,4
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,3,4,2,2
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,1,3,0,3
10,5,1,1,1,0
10,2,0,0,0,0
10,5,2,2,2,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,4,0,4
10,5,1,1,1,0
10,2,1,8,0,8
10,5,1,1,1,0
10,2,2,8,1,7
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,3,1,2
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,3,0,3
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,2,1,1
10,2,2,2,1,1
10,5,1,1,1,0
10,2,2,7,1,6
10,5,2,2,2,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,2,1,1
10,2,1,1,0,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,1,2,0,2
10,5,1,1,1,0
10,2,2,4,1,3
10,5,1,4,1,3
10,2,0,0,0,0
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,2,3,1,2
10,5,1,1,1,0
10,2,2,3,1,2
10,5,2,3,2,1
10,2,2,3,1,2
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,2,2,1,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,1,1,0
10,2,0,0,0,0
10,5,1,3,1,2
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,1,1,0
10,2,1,1,0,1
10,5,1,2,1,1
10,2,2,4,1,3
10,5,1,1,1,0
10,2,3,4,2,2
10,5,2,2,2,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,2,2,2,0
12,3,2,3,2,1
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,2,1,1
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,14,2,12
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,3,1,2
12,3,2,2,2,0
12,2,2,2,2,0
12,3,1,2,1,1
12,2,1,3,1,2
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,1,4,1,3
12,3,2,4,2,2
12,2,1,4,1,3
12,3,1,1,1,0
12,2,1,2,1,1
12,3,2,3,2,1
12,2,2,4,2,2
12,3,1,1,1,0
12,2,2,5,2,3
12,3,2,3,2,1
12,2,1,4,1,3
12,3,1,2,1,1
12,2,2,6,2,4
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,3,1,2
12,3,2,2,2,0
12,2,2,11,2,9
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,4,1,3
12,3,1,1,1,0
12,2,2,4,2,2
12,3,2,3,2,1
12,2,1,2,1,1
12,3,2,2,2,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,6,2,4
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,4,1,3
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,4,1,3
12,3,1,2,1,1
12,2,1,1,1,0
12,3,1,2,1,1
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,2,7,2,5
12,3,1,3,1,2
12,2,2,4,2,2
12,3,2,2,2,0
12,2,1,3,1,2
12,3,2,2,2,0
12,2,1,12,1,11
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,10,2,8
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,2,2,2,0
12,2,3,6,3,3
12,3,1,2,1,1
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,2,1,1
12,3,2,4,2,2
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,5,1,4
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,2,4,2,2
12,3,2,2,2,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,6,2,4
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,3,6,3,3
12,3,1,2,1,1
12,2,2,9,2,7
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,2,4,2,2
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,3,1,2
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,9,2,7
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,2,4,2,2
12,3,1,1,1,0
12,2,1,4,1,3
12,3,2,3,2,1
12,2,1,3,1,2
12,3,2,3,2,1
12,2,2,3,2,1
12,3,1,2,1,1
12,2,1,3,1,2
12,3,1,1,1,0
12,2,2,3,2,1
12,3,2,2,2,0
12,2,2,3,2,1
12,3,2,3,2,1
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,2,1,1
12,2,3,9,3,6
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,6,1,5
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,2,1,1
12,3,2,2,2,0
12,2,1,2,1,1
12,3,2,2,2,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,3,1,2
12,3,1,1,1,0
12,2,1,3,1,2
12,3,1,2,1,1
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,3,1,2
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,9,1,8
12,3,1,2,1,1
12,2,1,1,1,0
12,3,2,3,2,1
12,2,2,2,2,0
12,3,2,2,2,0
12,2,1,3,1,2
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,5,1,4
12,2,1,1,1,0
12,3,2,2,2,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,1,3,1,2
12,3,1,2,1,1
12,2,2,2,2,0
12,3,1,1,1,0
12,2,3,6,3,3
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,3,1,2
12,2,4,5,4,1
12,3,2,3,2,1
12,2,1,1,1,0
12,3,1,6,1,5
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,2,1,1
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,3,3,3,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,2,2,2,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,3,4,3,1
12,3,2,3,2,1
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,5,2,3
12,3,2,2,2,0
12,2,1,1,1,0
12,3,2,2,2,0
12,2,2,5,2,3
12,3,1,2,1,1
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,3,1,2
12,2,2,2,2,0
12,3,1,3,1,2
12,2,2,2,2,0
12,3,2,2,2,0
12,2,1,3,1,2
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,5,2,3
12,3,1,1,1,0
12,2,1,4,1,3
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,2,1,1
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,3,1,2
12,2,2,3,2,1
12,3,1,5,1,4
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,2,2,2,0
12,2,2,2,2,0
12,3,2,4,2,2
12,2,2,3,2,1
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,2,3,2,1
12,2,1,4,1,3
12,3,2,4,2,2
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,2,2,0
12,3,1,2,1,1
12,2,2,4,2,2
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,3,7,3,4
12,3,1,3,1,2
12,2,1,7,1,6
12,3,2,4,2,2
12,2,2,3,2,1
12,3,1,2,1,1
12,2,1,4,1,3
12,3,2,2,2,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,5,1,4
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,1,2,1,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,2,1,1
12,2,1,3,1,2
12,3,1,1,1,0
12,2,2,4,2,2
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,2,1,1
12,2,1,2,1,1
12,3,1,2,1,1
12,2,2,2,2,0
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,1,1,0
12,2,2,3,2,1
12,3,1,1,1,0
12,2,1,1,1,0
12,3,1,2,1,1
12,2,1,2,1,1
12,3,2,2,2,0
12,2,2,3,2,1
12,3,1,5,1,4
