id,det_A,rank_F2_A,v2_detA
6760,2720,5,5
6761,-9896,6,3
6762,28896,4,5
6763,-4704,6,5
6764,8928,6,5
6765,-11780,6,2
6766,-82720,5,5
6767,-52528,6,4
6768,-27600,5,4
6769,2512,6,4
6770,-43840,5,6
6771,-85984,5,5
6772,-2576,6,4
6773,-17008,5,4
6774,-105876,6,2
6775,-9072,5,4
6776,69856,5,5
6777,-11520,4,8
6778,28224,4,6
6779,-11544,6,3
6780,-2376,5,3
6781,-10536,6,3
6782,-23296,5,8
6783,-43232,6,5
6784,-20640,5,5
6785,-54368,6,5
6786,2832,5,4
6787,53896,5,3
6788,-17920,5,9
6789,-6160,5,4
6790,106160,5,4
6791,-47416,6,3
6792,6488,6,3
6793,120844,6,2
6794,-1648,6,4
6795,16896,5,9
6796,-246272,5,9
6797,146032,6,4
6798,35152,5,4
6799,-10016,4,5
6800,10656,5,5
6801,27972,6,2
6802,95520,5,5
6803,-171416,5,3
6804,21384,5,3
6805,-84320,5,5
6806,-488,6,3
6807,2688,5,7
6808,-89924,6,2
6809,55360,5,6
6810,-229744,5,4
6811,-154272,4,5
6812,76944,5,4
6813,25588,6,2
6814,-13504,5,6
6815,102048,5,5
6816,-142984,6,3
6817,-64120,6,3
6818,32552,6,3
6819,12808,6,3
6820,20328,6,3
6821,-174328,6,3
6822,64224,5,5
6823,68320,5,5
6824,-7644,6,2
6825,83616,5,5
6826,-6048,5,5
6827,-191520,6,5
6828,33264,5,4
6829,-48896,4,8
6830,16768,6,7
6831,134648,6,3
6832,41936,5,4
6833,103872,6,6
6834,34080,5,5
6835,-77184,5,7
6836,76444,6,2
6837,-1720,6,3
6838,-10752,4,9
6839,-8232,5,3
6840,19008,4,6
6841,43280,5,4
6842,39800,6,3
6843,45624,6,3
6844,-11400,6,3
6845,41280,5,6
6846,60600,6,3
6847,3520,6,6
6848,-123760,5,4
6849,-23984,5,4
6850,29184,5,9
6851,-21616,6,4
6852,41036,6,2
6853,6192,5,4
6854,-119040,5,8
6855,-315360,5,5
6856,215712,6,5
6857,243624,6,3
6858,-25568,5,5
6859,151344,6,4
6860,1920,4,7
6861,69376,6,8
6862,29120,5,6
6863,-72272,5,4
6864,50736,5,4
6865,192488,6,3
6866,128736,6,5
6867,169304,6,3
6868,61568,5,7
6869,81104,6,4
6870,18400,6,5
6871,-69408,5,5
6872,45464,6,3
6873,-22744,6,3
6874,-172960,5,5
6875,21696,4,6
6876,-6464,6,6
6877,59384,6,3
6878,-124448,6,5
6879,107136,5,7
6880,-69376,6,8
6881,-11088,5,4
6882,-18928,5,4
6883,-4944,6,4
6884,66976,5,5
6885,-3788,6,2
6886,62236,6,2
6887,35680,5,5
6888,8832,5,7
6889,200040,6,3
6890,4224,5,7
6891,158268,6,2
6892,-14784,5,6
6893,-40752,6,4
6894,167936,5,12
6895,-6076,6,2
6896,-42608,6,4
6897,146232,5,3
6898,-324352,6,8
6899,-17156,6,2
6900,9440,5,5
6901,-89076,6,2
6902,1936,5,4
6903,1600,5,6
6904,9344,4,7
6905,67568,5,4
6906,-23776,5,5
6907,-159548,6,2
6908,7064,6,3
6909,93448,6,3
6910,80680,5,3
6911,-68032,4,6
6912,7616,5,6
6913,-171520,6,9
6914,48960,4,6
6915,-35024,5,4
6916,6952,5,3
6917,-64944,6,4
6918,16544,4,5
6919,127056,5,4
6920,-163984,5,4
6921,-29340,6,2
6922,-31704,5,3
6923,42168,6,3
6924,-2024,6,3
6925,-13800,5,3
6926,57816,6,3
6927,72712,6,3
6928,-80864,4,5
6929,-206200,5,3
6930,-168512,5,6
6931,-7128,6,3
6932,-1408,3,7
6933,97540,6,2
6934,207808,4,6
6935,55384,6,3
6936,96384,5,7
6937,-259788,6,2
6938,75288,6,3
6939,-14560,6,5
6940,-85536,5,5
6941,58856,5,3
6942,-48288,5,5
6943,46560,5,5
6944,-15424,5,6
6945,-91360,5,5
6946,11104,6,5
6947,-87296,5,8
6948,-2848,5,5
6949,-13696,5,7
6950,-21376,5,7
6951,48040,6,3
6952,126304,5,5
6953,-2368,5,6
6954,-2640,5,4
6955,-39640,6,3
6956,-82688,6,8
6957,-49680,5,4
6958,-6928,5,4
6959,28832,5,5
6960,40076,6,2
6961,-7616,5,6
6962,40788,6,2
6963,138576,5,4
6964,1536,4,9
6965,-34888,5,3
6966,16080,5,4
6967,-7112,6,3
6968,78384,5,4
6969,-143488,5,7
6970,79812,6,2
6971,-110940,6,2
6972,3624,6,3
6973,62784,5,6
6974,74688,5,6
6975,55824,6,4
6976,28800,6,7
6977,-33184,5,5
6978,22484,6,2
6979,22296,5,3
6980,-33256,5,3
6981,-54992,6,4
6982,-25216,6,7
6983,74360,6,3
6984,-4080,6,4
6985,74168,6,3
6986,34728,6,3
6987,-12764,6,2
6988,113704,5,3
6989,-27760,5,4
6990,-9792,4,6
6991,-49184,6,5
6992,-84032,4,6
6993,64320,5,6
6994,34808,6,3
6995,11744,4,5
6996,-39888,5,4
6997,-37032,6,3
6998,-60000,5,5
6999,-5728,4,5
7000,24192,5,7
7001,32640,4,7
7002,31328,5,5
7003,-82616,6,3
7004,101592,6,3
7005,2552,5,3
7006,-82968,6,3
7007,-21696,5,6
7008,-55584,6,5
7009,-11920,5,4
7010,-13360,5,4
7011,102656,5,8
7012,2256,6,4
7013,26480,5,4
7014,-75704,5,3
7015,-1664,5,7
7016,-35136,6,6
7017,19524,6,2
7018,52672,5,6
7019,99776,5,6
7020,14592,5,8
7021,80740,6,2
7022,-6192,5,4
7023,-17984,5,6
7024,7552,5,7
7025,35640,6,3
7026,-984,6,3
7027,3360,4,5
7028,61760,5,6
7029,17544,5,3
7030,-13760,5,6
7031,54720,6,6
7032,25272,6,3
7033,-90480,5,4
7034,-7272,6,3
7035,194868,6,2
7036,-82904,6,3
7037,42624,5,7
7038,64264,5,3
7039,54488,6,3
7040,32064,5,6
7041,-42544,5,4
7042,-6192,5,4
7043,37968,5,4
7044,-76144,6,4
7045,24892,6,2
7046,-132768,6,5
7047,-123204,6,2
7048,-6080,5,6
7049,277464,5,3
7050,-100608,5,8
7051,17520,5,4
7052,23424,5,7
7053,70656,6,10
7054,7160,6,3
7055,7872,6,6
7056,118944,5,5
7057,3936,6,5
7058,104624,5,4
7059,-73808,6,4
7060,-67680,6,5
7061,43464,5,3
7062,-159488,4,8
7063,56000,5,6
7064,40128,6,6
7065,6488,6,3
7066,3392,4,6
7067,25056,5,5
7068,28264,5,3
7069,121264,5,4
7070,-65608,6,3
7071,37488,5,4
7072,-7384,6,3
7073,26752,5,7
7074,-11840,6,6
7075,177832,5,3
7076,-51280,5,4
7077,111008,4,5
7078,64224,6,5
7079,-29120,5,6
7080,6984,6,3
7081,-7632,6,4
7082,-23904,6,5
7083,-44928,5,7
7084,-66488,6,3
7085,-24640,6,6
7086,-13428,6,2
7087,178160,5,4
7088,24888,6,3
7089,31416,5,3
7090,22580,6,2
7091,64784,5,4
7092,-1648,5,4
7093,76192,6,5
7094,1664,5,7
7095,43704,6,3
7096,-52416,4,6
7097,114968,5,3
7098,46656,4,6
7099,-60760,5,3
7100,21384,6,3
7101,26304,5,6
7102,-17160,6,3
7103,-89632,4,5
7104,-92224,6,6
7105,13184,5,7
7106,51352,5,3
7107,-3520,4,6
7108,-127824,5,4
7109,-33952,5,5
7110,-7888,6,4
7111,-44472,6,3
7112,-31980,6,2
7113,-66360,6,3
7114,-1160,5,3
7115,153312,5,5
7116,42112,5,7
7117,2128,4,4
7118,-113736,6,3
7119,-15216,6,4
7120,61392,5,4
7121,24856,6,3
7122,-9080,6,3
7123,31344,5,4
7124,75372,6,2
7125,-56352,6,5
7126,30784,4,6
7127,53424,5,4
7128,-1072,5,4
7129,12812,6,2
7130,-43680,5,5
7131,24352,5,5
7132,-43440,5,4
7133,12768,5,5
7134,18816,5,7
7135,-14976,6,7
7136,-46368,6,5
7137,86040,5,3
7138,56176,6,4
7139,17280,4,7
7140,25712,6,4
7141,46584,6,3
7142,-390856,6,3
7143,-49232,5,4
7144,-47008,6,5
7145,-64392,6,3
7146,46840,5,3
7147,55632,6,4
7148,-840,6,3
7149,-5856,6,5
7150,178560,5,7
7151,-106432,5,6
7152,-22960,5,4
7153,125712,5,4
7154,-39840,5,5
7155,-10512,5,4
7156,10008,6,3
7157,-15224,6,3
7158,-362848,5,5
7159,-17732,6,2
7160,133376,5,8
7161,-247920,5,4
7162,31680,5,6
7163,-60192,5,5
7164,-196,6,2
7165,74016,5,5
7166,-13584,5,4
7167,42768,5,4
7168,-2328,5,3
7169,-33024,4,8
7170,-130688,4,7
7171,-49192,6,3
7172,22912,5,7
7173,28452,6,2
7174,-92748,6,2
7175,112704,5,6
7176,5376,6,8
7177,61120,6,6
7178,-39872,4,6
7179,7448,5,3
7180,3104,6,5
7181,38640,5,4
7182,-30176,5,5
7183,-42384,5,4
7184,215248,5,4
7185,10848,5,5
7186,57280,5,6
7187,-27500,6,2
7188,81080,6,3
7189,-9024,5,6
7190,-9904,5,4
7191,1048,6,3
7192,440,5,3
7193,22272,4,8
7194,28080,5,4
7195,78156,6,2
7196,-704,4,6
7197,43920,5,4
7198,162136,6,3
7199,143712,5,5
7200,39752,5,3
7201,-15768,6,3
7202,9088,4,7
7203,-9216,4,10
7204,-30348,6,2
7205,-17248,6,5
7206,37652,6,2
7207,119048,6,3
7208,86128,5,4
7209,113904,6,4
7210,-86736,5,4
7211,7424,5,8
7212,-32408,5,3
7213,140784,6,4
7214,-12672,5,7
7215,41368,6,3
7216,67644,6,2
7217,-4328,6,3
7218,-19608,5,3
7219,2688,5,7
7220,-5224,6,3
7221,9952,5,5
7222,-14304,5,5
7223,-2508,6,2
7224,912,6,4
7225,27216,6,4
7226,285824,4,7
7227,10484,6,2
7228,49152,5,14
7229,90896,5,4
7230,-40352,5,5
7231,-23228,6,2
7232,-18288,5,4
7233,-11600,6,4
7234,-20992,4,9
7235,-98032,5,4
7236,344296,5,3
7237,-14112,5,5
7238,41432,6,3
7239,-241200,6,4
7240,46728,5,3
7241,129600,4,6
7242,57952,5,5
7243,-16128,5,8
7244,-56768,6,6
7245,12840,6,3
7246,-20672,5,6
7247,7360,5,6
7248,-6848,5,6
7249,144608,5,5
7250,93644,6,2
7251,176816,6,4
7252,47832,6,3
7253,99920,5,4
7254,44688,6,4
7255,24192,5,7
7256,84608,4,7
7257,-3120,5,4
7258,-71208,6,3
7259,-132064,5,5
7260,62472,6,3
7261,-70464,4,6
7262,-6496,6,5
7263,-44320,6,5
7264,-1008,6,4
7265,-71016,6,3
7266,-85776,5,4
7267,-16128,6,8
7268,0,5,inf
7269,-25776,6,4
7270,-81440,4,5
7271,-2304,6,8
7272,-4600,6,3
7273,-206800,6,4
7274,-77376,4,6
7275,-50384,5,4
7276,-106560,5,6
7277,-48688,6,4
7278,-98896,5,4
7279,21040,6,4
7280,6160,6,4
7281,-97976,6,3
7282,140816,6,4
7283,-4704,6,5
7284,-27680,5,5
7285,-25332,6,2
7286,-176,5,4
7287,53008,6,4
7288,-80544,5,5
7289,71008,6,5
7290,8576,5,7
7291,38496,4,5
7292,-12368,6,4
7293,-4608,3,9
7294,-4432,4,4
7295,-17668,6,2
7296,-3616,5,5
7297,88464,5,4
7298,-19040,5,5
7299,-34560,6,8
7300,1652,6,2
7301,43008,5,11
7302,-25536,5,6
7303,27360,5,5
7304,-45616,5,4
7305,151168,5,7
7306,1688,5,3
7307,-48008,6,3
7308,-45760,6,6
7309,-47616,3,9
7310,126912,5,6
7311,-34968,6,3
7312,23664,4,4
7313,31732,6,2
7314,-3384,5,3
7315,66464,5,5
7316,-6656,5,9
7317,-29696,3,10
7318,37088,6,5
7319,34528,5,5
7320,-192432,5,4
7321,0,5,inf
7322,-54144,6,7
7323,128568,5,3
7324,-18672,5,4
7325,72184,6,3
7326,18528,5,5
7327,41080,6,3
7328,-69888,4,8
7329,91520,4,7
7330,-248864,5,5
7331,17148,6,2
7332,-106464,5,5
7333,30016,4,6
7334,146328,6,3
7335,87272,5,3
7336,184336,5,4
7337,9504,6,5
7338,-28304,6,4
7339,2744,5,3
7340,56640,5,6
7341,-11312,5,4
7342,35008,6,6
7343,-34748,6,2
7344,166848,4,6
7345,38856,6,3
7346,92864,6,6
7347,-19832,5,3
7348,21360,6,4
7349,-158368,5,5
7350,-5732,6,2
7351,32832,6,6
7352,-4480,4,7
7353,-5392,4,4
7354,24312,5,3
7355,23796,6,2
7356,-429696,6,7
7357,32752,5,4
7358,35208,5,3
7359,19568,5,4
7360,-12252,6,2
7361,-124688,5,4
7362,71256,6,3
7363,-10000,5,4
7364,-80304,6,4
7365,-26436,6,2
7366,-39816,5,3
7367,4032,5,6
7368,17368,5,3
7369,-70240,5,5
7370,165392,6,4
7371,-2744,6,3
7372,2768,6,4
7373,-51392,5,6
7374,18008,6,3
7375,-5904,5,4
7376,-14280,5,3
7377,15264,5,5
7378,35616,5,5
7379,-9592,5,3
7380,624,5,4
7381,-9120,5,5
7382,-49400,6,3
7383,312,6,3
7384,-30156,6,2
7385,34736,6,4
7386,-26576,6,4
7387,-1512,6,3
7388,84928,4,6
7389,10488,6,3
7390,-17088,4,6
7391,9760,5,5
7392,-71680,4,11
7393,35056,4,4
7394,41216,5,8
7395,92428,6,2
7396,94128,5,4
7397,-169528,6,3
7398,34272,6,5
7399,-104448,4,11
7400,-6780,6,2
7401,-75456,5,6
7402,-78992,6,4
7403,-60228,6,2
7404,-23824,6,4
7405,-3912,6,3
7406,144864,6,5
7407,32256,4,9
7408,-32752,6,4
7409,-193032,5,3
7410,0,6,inf
7411,36704,5,5
7412,13248,5,6
7413,-55288,6,3
7414,-94792,6,3
7415,-5616,5,4
7416,13248,6,6
7417,-39104,5,6
7418,33280,4,9
7419,-217488,5,4
7420,20424,6,3
7421,-1536,5,9
7422,112056,5,3
7423,27360,6,5
7424,23296,5,8
7425,-90064,6,4
7426,18800,5,4
7427,11456,5,6
7428,126632,6,3
7429,-3936,5,5
7430,50880,4,6
7431,31616,4,7
7432,-83112,6,3
7433,67248,5,4
7434,-9804,6,2
7435,-5200,6,4
7436,-74832,5,4
7437,-21504,5,10
7438,7536,5,4
7439,-10360,5,3
7440,12328,6,3
7441,78096,5,4
7442,102240,5,5
7443,23832,6,3
7444,28672,4,12
7445,48224,6,5
7446,-20480,4,12
7447,-6792,6,3
7448,-120928,5,5
7449,27008,4,7
7450,12400,6,4
7451,-99536,6,4
7452,-7680,4,9
7453,91080,5,3
7454,14976,5,7
7455,-25472,4,7
7456,36216,6,3
7457,5376,5,8
7458,-8064,5,7
7459,47312,6,4
7460,6048,5,5
7461,78624,6,5
7462,90392,5,3
7463,10768,5,4
7464,-2608,5,4
7465,-8168,6,3
7466,-74076,6,2
7467,-125984,5,5
7468,-27360,5,5
7469,-17040,5,4
7470,-61056,5,7
7471,-3024,6,4
7472,79032,6,3
7473,-79236,6,2
7474,36728,6,3
7475,69984,6,5
7476,-13488,5,4
7477,53760,6,9
7478,15624,5,3
7479,18784,5,5
7480,-140480,6,6
7481,-256,6,8
7482,-54624,4,5
7483,28312,5,3
7484,13128,6,3
7485,31680,4,6
7486,-104320,4,7
7487,-43552,5,5
7488,-45200,5,4
7489,-62060,6,2
7490,-65468,6,2
7491,13152,5,5
7492,-107840,6,6
7493,126208,4,8
7494,-1408,5,7
7495,71400,6,3
7496,10832,5,4
7497,-31848,6,3
7498,24740,6,2
7499,-1424,6,4
7500,130768,5,4
7501,-27348,6,2
7502,-2368,5,6
7503,-21928,5,3
7504,-65648,5,4
7505,-16772,6,2
7506,-26560,5,6
7507,50120,5,3
7508,3248,5,4
7509,-26088,6,3
7510,-49488,5,4
7511,144,5,4
7512,6496,5,5
7513,115220,6,2
7514,68048,5,4
7515,7056,6,4
7516,-32072,5,3
7517,32560,5,4
7518,-29312,4,7
7519,-77504,4,6
7520,-2576,6,4
7521,143684,6,2
7522,82576,5,4
7523,62208,5,8
7524,40176,5,4
7525,76680,6,3
7526,93304,6,3
7527,-219744,5,5
7528,8360,5,3
7529,183120,5,4
7530,48096,5,5
7531,-18928,5,4
7532,-12144,5,4
7533,14496,4,5
7534,89520,6,4
7535,51280,4,4
7536,8960,5,8
7537,-6960,5,4
7538,-8920,6,3
7539,-5148,6,2
7540,41424,5,4
7541,17792,4,7
7542,-96128,5,7
7543,-5504,4,7
7544,53120,6,7
7545,327744,5,6
7546,-54188,6,2
7547,-56152,5,3
7548,-45448,6,3
7549,27372,6,2
7550,197480,6,3
7551,71040,5,7
7552,162104,6,3
7553,-39072,5,5
7554,3744,5,5
7555,52976,5,4
7556,-102368,5,5
7557,-24768,4,6
7558,-47752,6,3
7559,-13504,5,6
7560,-980,6,2
7561,7920,6,4
7562,-124032,4,7
7563,-240000,4,7
7564,15984,6,4
7565,77136,5,4
7566,-34816,4,11
7567,-31320,6,3
7568,-10432,5,6
7569,-220256,6,5
7570,66240,5,6
7571,10256,5,4
7572,-177904,5,4
7573,24816,6,4
7574,13216,5,5
7575,289708,6,2
7576,52024,6,3
7577,-6024,5,3
7578,38424,6,3
7579,61648,6,4
7580,-151136,5,5
7581,-5548,6,2
7582,26368,4,8
7583,177344,5,6
7584,-131664,6,4
7585,-39944,6,3
7586,-32040,5,3
7587,-6640,6,4
7588,-142416,5,4
7589,-69936,5,4
7590,-12088,6,3
7591,7920,6,4
7592,-13688,6,3
7593,5320,5,3
7594,-55288,6,3
7595,56112,5,4
7596,-99704,6,3
7597,-46608,5,4
7598,2016,5,5
7599,-64768,5,8
7600,-80208,5,4
7601,29704,6,3
7602,20896,5,5
7603,-800,5,5
7604,-50256,5,4
7605,13808,5,4
7606,13336,5,3
7607,36656,5,4
7608,30936,6,3
7609,161328,5,4
7610,28736,5,6
7611,7064,5,3
7612,-18912,6,5
7613,-67140,6,2
7614,-45328,5,4
7615,-3184,6,4
7616,142272,4,6
7617,-19384,6,3
7618,-1264,5,4
7619,-37200,6,4
7620,29856,5,5
7621,90784,6,5
7622,44688,5,4
7623,-43404,6,2
7624,-1584,6,4
7625,-21392,5,4
7626,-14456,6,3
7627,-137520,6,4
7628,55080,6,3
7629,-6048,5,5
7630,128840,5,3
7631,29376,6,6
7632,4420,6,2
7633,-8536,5,3
7634,208520,6,3
7635,-77888,5,6
7636,26848,5,5
7637,6736,5,4
7638,6116,6,2
7639,-73764,6,2
7640,-16992,5,5
7641,-3900,6,2
7642,-321600,5,6
7643,26368,4,8
7644,-13984,4,5
7645,-107512,6,3
7646,960,5,6
7647,-48720,5,4
7648,5800,6,3
7649,-55992,6,3
7650,-3456,5,7
7651,-8320,5,7
7652,3000,5,3
7653,-37360,5,4
7654,-124740,6,2
7655,-190728,5,3
7656,6336,5,6
7657,73088,4,7
7658,63904,5,5
7659,88800,5,5
7660,-116160,5,6
7661,206680,5,3
7662,20784,5,4
7663,18720,6,5
7664,-36352,5,9
7665,62048,5,5
7666,-64000,5,9
7667,8512,5,6
7668,41440,4,5
7669,65100,6,2
7670,-59744,5,5
7671,164404,6,2
7672,224720,5,4
7673,111888,6,4
7674,-56928,6,5
7675,-26240,5,7
7676,-64624,6,4
7677,9736,6,3
7678,-16768,4,7
7679,24720,5,4
7680,-11032,5,3
7681,-49504,4,5
7682,77016,6,3
7683,-41208,6,3
7684,-105056,4,5
7685,164520,5,3
7686,-78312,6,3
7687,-61604,6,2
7688,-3344,5,4
7689,-16128,5,8
7690,-25440,5,5
7691,9328,5,4
7692,18460,6,2
7693,94656,5,6
7694,-18288,5,4
7695,104048,5,4
7696,152888,6,3
7697,8032,6,5
7698,-960,5,6
7699,12784,5,4
7700,-59384,6,3
7701,1280,5,8
7702,77616,5,4
7703,-3024,6,4
7704,17808,4,4
7705,49712,5,4
7706,30304,5,5
7707,-14112,4,5
7708,41088,4,7
7709,19456,5,10
7710,66136,6,3
7711,61280,4,5
7712,195472,6,4
7713,16608,5,5
7714,-91344,6,4
7715,-55216,4,4
7716,-248,6,3
7717,155184,6,4
7718,-42720,4,5
7719,-63296,4,6
7720,-29176,5,3
7721,-8832,5,7
7722,86912,6,7
7723,-23832,6,3
7724,11136,5,7
7725,-16704,5,6
7726,-25792,4,6
7727,11568,5,4
7728,6080,6,6
7729,12096,5,6
7730,41532,6,2
7731,-58368,6,10
7732,-79872,5,11
7733,-124416,5,9
7734,98880,5,6
7735,2048,4,11
7736,13384,6,3
7737,48632,6,3
7738,-11376,5,4
7739,-149392,5,4
7740,121552,6,4
7741,14560,5,5
7742,-79260,6,2
7743,12276,6,2
7744,-41184,5,5
7745,48824,5,3
7746,-80008,5,3
7747,-70864,5,4
7748,-26672,5,4
7749,-88672,5,5
7750,84016,6,4
7751,8592,5,4
7752,52368,5,4
7753,13056,4,8
7754,96,6,5
7755,-26784,5,5
7756,31216,5,4
7757,-640,5,7
7758,-18480,6,4
7759,19344,5,4
7760,-1888,5,5
7761,-4936,6,3
7762,168000,4,6
7763,-17856,5,6
7764,-85000,6,3
7765,-68320,6,5
7766,-55520,5,5
7767,-16312,6,3
7768,144768,5,7
7769,44992,5,6
7770,42912,4,5
7771,59496,5,3
7772,25036,6,2
7773,-41752,5,3
7774,37584,5,4
7775,7488,5,6
7776,31104,6,7
7777,-51072,6,7
7778,1148,6,2
7779,120576,6,8
7780,-93152,6,5
7781,-16272,5,4
7782,-34672,6,4
7783,-21988,6,2
7784,-14640,5,4
7785,-134472,6,3
7786,167904,6,5
7787,-28200,5,3
7788,-8448,5,8
7789,23952,6,4
7790,-74176,3,6
7791,13464,6,3
7792,-21952,5,6
7793,33616,5,4
7794,286160,6,4
7795,-20832,5,5
7796,2400,5,5
7797,-11088,5,4
7798,98752,5,6
7799,-4008,5,3
7800,49248,5,5
7801,-78324,6,2
7802,27904,4,8
7803,49136,5,4
7804,-46656,5,6
7805,-7344,6,4
7806,-7872,5,6
7807,51840,5,7
7808,33456,5,4
7809,64944,5,4
7810,184,6,3
7811,-2304,6,8
7812,-15360,3,10
7813,-31280,5,4
7814,12800,5,9
7815,5056,5,6
7816,54048,6,5
7817,102456,5,3
7818,160172,6,2
7819,13824,4,9
7820,-22344,6,3
7821,12832,5,5
7822,21400,6,3
7823,54840,6,3
7824,64880,6,4
7825,-108804,6,2
7826,-108224,5,6
7827,-2944,4,7
7828,3200,4,7
7829,-18752,5,6
7830,50592,4,5
7831,34152,6,3
7832,-5904,6,4
7833,0,6,inf
7834,15492,6,2
7835,11064,5,3
7836,21208,6,3
7837,38184,5,3
7838,65344,5,6
7839,-15568,5,4
7840,-5760,4,7
7841,-26808,5,3
7842,62336,5,7
7843,33024,5,8
7844,60720,5,4
7845,3512,6,3
7846,-33728,6,6
7847,8208,6,4
7848,7980,6,2
7849,58220,6,2
7850,-1216,4,6
7851,-51232,6,5
7852,-720,5,4
7853,-29024,5,5
7854,-53600,5,5
7855,-1136,6,4
7856,64800,5,5
7857,-24384,5,6
7858,-149232,5,4
7859,-99112,6,3
7860,-10348,6,2
7861,-16912,5,4
7862,45600,5,5
7863,-4096,3,12
7864,-48228,6,2
7865,-1728,4,6
7866,-118704,6,4
7867,-236936,6,3
7868,201160,6,3
7869,45104,5,4
7870,-149440,4,6
7871,13344,5,5
7872,15744,5,7
7873,-34488,5,3
7874,125600,5,5
7875,-129224,5,3
7876,1024,5,10
7877,5880,6,3
7878,9312,6,5
7879,155528,5,3
7880,2624,6,6
7881,23520,5,5
7882,-31024,5,4
7883,107024,5,4
7884,-20640,6,5
7885,65712,6,4
7886,-20384,5,5
7887,-31680,6,6
7888,-85800,6,3
7889,6224,6,4
7890,206464,4,7
7891,31160,6,3
7892,115048,5,3
7893,47888,6,4
7894,-100992,5,7
7895,126800,5,4
7896,59152,5,4
7897,-43168,6,5
7898,-91560,6,3
7899,62176,5,5
7900,12716,6,2
7901,-47208,6,3
7902,1840,6,4
7903,-19820,6,2
7904,17976,5,3
7905,138080,5,5
7906,-3232,6,5
7907,-45884,6,2
7908,52384,5,5
7909,-173752,6,3
7910,-11808,5,5
7911,42564,6,2
7912,-12192,6,5
7913,-22832,5,4
7914,-912,6,4
7915,119664,5,4
7916,-82240,6,6
7917,58480,5,4
7918,-11808,5,5
7919,968,6,3
7920,-5904,5,4
7921,-61856,6,5
7922,-2576,5,4
7923,50816,4,7
7924,-236272,6,4
7925,60640,5,5
7926,-1296,5,4
7927,-8928,5,5
7928,-103040,4,7
7929,-8896,6,6
7930,17360,6,4
7931,-400,6,4
7932,-26496,6,7
7933,53256,5,3
7934,77096,6,3
7935,0,5,inf
7936,25160,6,3
7937,-56768,6,6
7938,45600,5,5
7939,8768,5,6
7940,-9984,4,8
7941,12416,5,7
7942,-21216,6,5
7943,-63432,5,3
7944,21440,5,6
7945,14976,5,7
7946,6096,5,4
7947,-69536,6,5
7948,3856,5,4
7949,-4496,6,4
7950,44288,4,8
7951,-11376,5,4
7952,33880,5,3
7953,37440,5,6
7954,-51552,4,5
7955,9228,6,2
7956,43360,5,5
7957,-20100,6,2
7958,-20080,6,4
7959,30528,6,6
7960,-92960,5,5
7961,-19120,5,4
7962,77952,5,7
7963,-51888,5,4
7964,43592,5,3
7965,77840,5,4
7966,0,4,inf
7967,-8320,6,7
7968,-71720,5,3
7969,-12208,6,4
7970,-73216,5,9
7971,-13360,5,4
7972,-48656,5,4
7973,17696,5,5
7974,-27840,4,6
7975,-20352,6,7
7976,77760,6,6
7977,27696,5,4
7978,-62868,6,2
7979,-13328,5,4
7980,-35712,4,7
7981,1184,5,5
7982,-45552,5,4
7983,-20904,5,3
7984,-32416,5,5
7985,215332,6,2
7986,-22864,5,4
7987,110880,5,5
7988,31464,6,3
7989,7904,6,5
7990,-38088,6,3
7991,-220968,5,3
7992,-56256,4,6
7993,-105824,6,5
7994,6348,6,2
7995,-14784,5,6
7996,13824,5,9
7997,297876,6,2
7998,-32688,5,4
7999,52384,6,5
8000,23456,5,5
8001,-16100,6,2
8002,11080,6,3
8003,127752,6,3
8004,-49456,6,4
8005,384,6,7
8006,-54720,5,6
8007,-105904,6,4
8008,190416,5,4
8009,-123480,5,3
8010,46848,5,8
8011,-26904,6,3
8012,-149216,5,5
8013,-8344,6,3
8014,-207592,5,3
8015,-6720,5,6
8016,-9440,4,5
8017,-8800,5,5
8018,83656,5,3
8019,-14352,5,4
8020,-27936,5,5
8021,-3368,6,3
8022,-115984,5,4
8023,7744,4,6
8024,3392,5,6
8025,28360,6,3
8026,-144552,5,3
8027,680,6,3
8028,65552,5,4
8029,50928,5,4
8030,-232896,3,6
8031,20688,6,4
8032,-61728,6,5
8033,-18320,5,4
8034,17888,5,5
8035,42612,6,2
8036,-21772,6,2
8037,90400,4,5
8038,29184,5,9
8039,191168,5,6
8040,-229224,5,3
8041,43932,6,2
8042,16416,5,5
8043,-60240,5,4
8044,-11208,6,3
8045,-11312,6,4
8046,179520,6,6
8047,-188528,6,4
8048,72128,6,6
8049,-34560,5,8
8050,-132384,5,5
8051,3296,5,5
8052,64952,5,3
8053,77184,4,7
8054,-65264,5,4
8055,-350728,6,3
8056,2128,5,4
8057,400,6,4
8058,-2096,5,4
8059,-26676,6,2
8060,-76932,6,2
8061,136848,5,4
8062,139552,5,5
8063,-41856,5,7
8064,-75348,6,2
8065,21408,5,5
8066,4880,5,4
8067,267120,5,4
8068,61760,4,6
8069,5840,6,4
8070,-50136,6,3
8071,-64104,6,3
8072,84528,5,4
8073,-57024,6,6
8074,-129768,6,3
8075,2816,4,8
8076,-14076,6,2
8077,38700,6,2
8078,9600,6,7
8079,-480,6,5
8080,-48576,4,6
8081,253336,6,3
8082,-84472,6,3
8083,10720,4,5
8084,89624,6,3
8085,7392,6,5
8086,-221472,5,5
8087,-29624,6,3
8088,2056,5,3
8089,-49992,5,3
8090,4368,5,4
8091,-22976,5,6
8092,107136,4,7
8093,-55840,4,5
